Name,collection_date,e_coli,Date
Sunnyside Beach,2007-08-29,110,2007-08-29
Sunnyside Beach,2007-08-29,260,2007-08-29
Sunnyside Beach,2007-08-29,190,2007-08-29
Sunnyside Beach,2007-08-29,90,2007-08-29
Sunnyside Beach,2007-08-29,20,2007-08-29
Sunnyside Beach,2007-08-29,20,2007-08-29
Sunnyside Beach,2007-08-29,70,2007-08-29
Marie Curtis Park East Beach,2007-08-28,10,2007-08-28
Marie Curtis Park East Beach,2007-08-28,90,2007-08-28
Marie Curtis Park East Beach,2007-08-28,20,2007-08-28
Marie Curtis Park East Beach,2007-08-28,10,2007-08-28
Marie Curtis Park East Beach,2007-08-28,20,2007-08-28
Sunnyside Beach,2007-08-28,60,2007-08-28
Sunnyside Beach,2007-08-28,90,2007-08-28
Sunnyside Beach,2007-08-28,80,2007-08-28
Sunnyside Beach,2007-08-28,20,2007-08-28
Sunnyside Beach,2007-08-28,40,2007-08-28
Sunnyside Beach,2007-08-28,10,2007-08-28
Sunnyside Beach,2007-08-28,40,2007-08-28
Marie Curtis Park East Beach,2007-08-27,10,2007-08-27
Marie Curtis Park East Beach,2007-08-27,10,2007-08-27
Marie Curtis Park East Beach,2007-08-27,10,2007-08-27
Marie Curtis Park East Beach,2007-08-27,10,2007-08-27
Marie Curtis Park East Beach,2007-08-27,10,2007-08-27
Sunnyside Beach,2007-08-27,10,2007-08-27
Sunnyside Beach,2007-08-27,20,2007-08-27
Sunnyside Beach,2007-08-27,10,2007-08-27
Sunnyside Beach,2007-08-27,90,2007-08-27
Sunnyside Beach,2007-08-27,10,2007-08-27
Sunnyside Beach,2007-08-27,50,2007-08-27
Sunnyside Beach,2007-08-27,110,2007-08-27
Marie Curtis Park East Beach,2007-08-26,50,2007-08-26
Marie Curtis Park East Beach,2007-08-26,20,2007-08-26
Marie Curtis Park East Beach,2007-08-26,20,2007-08-26
Marie Curtis Park East Beach,2007-08-26,20,2007-08-26
Marie Curtis Park East Beach,2007-08-26,110,2007-08-26
Sunnyside Beach,2007-08-26,50,2007-08-26
Sunnyside Beach,2007-08-26,60,2007-08-26
Sunnyside Beach,2007-08-26,70,2007-08-26
Sunnyside Beach,2007-08-26,50,2007-08-26
Sunnyside Beach,2007-08-26,40,2007-08-26
Sunnyside Beach,2007-08-26,10,2007-08-26
Sunnyside Beach,2007-08-26,110,2007-08-26
Sunnyside Beach,2007-08-25,240,2007-08-25
Sunnyside Beach,2007-08-25,750,2007-08-25
Sunnyside Beach,2007-08-25,490,2007-08-25
Sunnyside Beach,2007-08-25,420,2007-08-25
Sunnyside Beach,2007-08-25,120,2007-08-25
Sunnyside Beach,2007-08-25,330,2007-08-25
Sunnyside Beach,2007-08-25,270,2007-08-25
Marie Curtis Park East Beach,2007-08-24,220,2007-08-24
Marie Curtis Park East Beach,2007-08-24,400,2007-08-24
Marie Curtis Park East Beach,2007-08-24,70,2007-08-24
Marie Curtis Park East Beach,2007-08-24,100,2007-08-24
Marie Curtis Park East Beach,2007-08-24,120,2007-08-24
Sunnyside Beach,2007-08-24,100,2007-08-24
Sunnyside Beach,2007-08-24,90,2007-08-24
Sunnyside Beach,2007-08-24,160,2007-08-24
Sunnyside Beach,2007-08-24,240,2007-08-24
Sunnyside Beach,2007-08-24,20,2007-08-24
Sunnyside Beach,2007-08-24,140,2007-08-24
Sunnyside Beach,2007-08-24,110,2007-08-24
Marie Curtis Park East Beach,2007-08-23,10,2007-08-23
Marie Curtis Park East Beach,2007-08-23,10,2007-08-23
Marie Curtis Park East Beach,2007-08-23,10,2007-08-23
Marie Curtis Park East Beach,2007-08-23,10,2007-08-23
Marie Curtis Park East Beach,2007-08-23,10,2007-08-23
Sunnyside Beach,2007-08-23,50,2007-08-23
Sunnyside Beach,2007-08-23,300,2007-08-23
Sunnyside Beach,2007-08-23,410,2007-08-23
Sunnyside Beach,2007-08-23,650,2007-08-23
Sunnyside Beach,2007-08-23,30,2007-08-23
Sunnyside Beach,2007-08-23,80,2007-08-23
Sunnyside Beach,2007-08-23,140,2007-08-23
Marie Curtis Park East Beach,2007-08-22,20,2007-08-22
Marie Curtis Park East Beach,2007-08-22,10,2007-08-22
Marie Curtis Park East Beach,2007-08-22,10,2007-08-22
Marie Curtis Park East Beach,2007-08-22,10,2007-08-22
Marie Curtis Park East Beach,2007-08-22,10,2007-08-22
Sunnyside Beach,2007-08-22,40,2007-08-22
Sunnyside Beach,2007-08-22,50,2007-08-22
Sunnyside Beach,2007-08-22,90,2007-08-22
Sunnyside Beach,2007-08-22,50,2007-08-22
Sunnyside Beach,2007-08-22,30,2007-08-22
Sunnyside Beach,2007-08-22,10,2007-08-22
Sunnyside Beach,2007-08-22,130,2007-08-22
Marie Curtis Park East Beach,2007-08-21,10,2007-08-21
Marie Curtis Park East Beach,2007-08-21,120,2007-08-21
Marie Curtis Park East Beach,2007-08-21,130,2007-08-21
Marie Curtis Park East Beach,2007-08-21,10,2007-08-21
Marie Curtis Park East Beach,2007-08-21,10,2007-08-21
Sunnyside Beach,2007-08-21,220,2007-08-21
Sunnyside Beach,2007-08-21,470,2007-08-21
Sunnyside Beach,2007-08-21,420,2007-08-21
Sunnyside Beach,2007-08-21,830,2007-08-21
Sunnyside Beach,2007-08-21,200,2007-08-21
Sunnyside Beach,2007-08-21,30,2007-08-21
Sunnyside Beach,2007-08-21,70,2007-08-21
Marie Curtis Park East Beach,2007-08-20,10,2007-08-20
Marie Curtis Park East Beach,2007-08-20,120,2007-08-20
Marie Curtis Park East Beach,2007-08-20,130,2007-08-20
Marie Curtis Park East Beach,2007-08-20,10,2007-08-20
Marie Curtis Park East Beach,2007-08-20,10,2007-08-20
Sunnyside Beach,2007-08-20,220,2007-08-20
Sunnyside Beach,2007-08-20,470,2007-08-20
Sunnyside Beach,2007-08-20,420,2007-08-20
Sunnyside Beach,2007-08-20,830,2007-08-20
Sunnyside Beach,2007-08-20,200,2007-08-20
Sunnyside Beach,2007-08-20,30,2007-08-20
Sunnyside Beach,2007-08-20,70,2007-08-20
Marie Curtis Park East Beach,2007-08-19,10,2007-08-19
Marie Curtis Park East Beach,2007-08-19,120,2007-08-19
Marie Curtis Park East Beach,2007-08-19,130,2007-08-19
Marie Curtis Park East Beach,2007-08-19,10,2007-08-19
Marie Curtis Park East Beach,2007-08-19,10,2007-08-19
Sunnyside Beach,2007-08-19,80,2007-08-19
Sunnyside Beach,2007-08-19,60,2007-08-19
Sunnyside Beach,2007-08-19,50,2007-08-19
Sunnyside Beach,2007-08-19,140,2007-08-19
Sunnyside Beach,2007-08-19,10,2007-08-19
Sunnyside Beach,2007-08-19,30,2007-08-19
Sunnyside Beach,2007-08-19,160,2007-08-19
Marie Curtis Park East Beach,2007-08-18,10,2007-08-18
Marie Curtis Park East Beach,2007-08-18,10,2007-08-18
Marie Curtis Park East Beach,2007-08-18,10,2007-08-18
Marie Curtis Park East Beach,2007-08-18,10,2007-08-18
Marie Curtis Park East Beach,2007-08-18,10,2007-08-18
Sunnyside Beach,2007-08-18,20,2007-08-18
Sunnyside Beach,2007-08-18,50,2007-08-18
Sunnyside Beach,2007-08-18,40,2007-08-18
Sunnyside Beach,2007-08-18,40,2007-08-18
Sunnyside Beach,2007-08-18,10,2007-08-18
Sunnyside Beach,2007-08-18,50,2007-08-18
Sunnyside Beach,2007-08-18,10,2007-08-18
Marie Curtis Park East Beach,2007-08-17,10,2007-08-17
Marie Curtis Park East Beach,2007-08-17,10,2007-08-17
Marie Curtis Park East Beach,2007-08-17,10,2007-08-17
Marie Curtis Park East Beach,2007-08-17,30,2007-08-17
Marie Curtis Park East Beach,2007-08-17,10,2007-08-17
Sunnyside Beach,2007-08-17,10,2007-08-17
Sunnyside Beach,2007-08-17,20,2007-08-17
Sunnyside Beach,2007-08-17,10,2007-08-17
Sunnyside Beach,2007-08-17,20,2007-08-17
Sunnyside Beach,2007-08-17,10,2007-08-17
Sunnyside Beach,2007-08-17,10,2007-08-17
Sunnyside Beach,2007-08-17,10,2007-08-17
Marie Curtis Park East Beach,2007-08-16,70,2007-08-16
Marie Curtis Park East Beach,2007-08-16,40,2007-08-16
Marie Curtis Park East Beach,2007-08-16,60,2007-08-16
Marie Curtis Park East Beach,2007-08-16,20,2007-08-16
Marie Curtis Park East Beach,2007-08-16,80,2007-08-16
Sunnyside Beach,2007-08-16,110,2007-08-16
Sunnyside Beach,2007-08-16,10,2007-08-16
Sunnyside Beach,2007-08-16,10,2007-08-16
Sunnyside Beach,2007-08-16,10,2007-08-16
Sunnyside Beach,2007-08-16,70,2007-08-16
Sunnyside Beach,2007-08-16,20,2007-08-16
Sunnyside Beach,2007-08-16,20,2007-08-16
Marie Curtis Park East Beach,2007-08-15,30,2007-08-15
Marie Curtis Park East Beach,2007-08-15,10,2007-08-15
Marie Curtis Park East Beach,2007-08-15,20,2007-08-15
Marie Curtis Park East Beach,2007-08-15,40,2007-08-15
Marie Curtis Park East Beach,2007-08-15,20,2007-08-15
Sunnyside Beach,2007-08-15,230,2007-08-15
Sunnyside Beach,2007-08-15,190,2007-08-15
Sunnyside Beach,2007-08-15,10,2007-08-15
Sunnyside Beach,2007-08-15,180,2007-08-15
Sunnyside Beach,2007-08-15,100,2007-08-15
Sunnyside Beach,2007-08-15,130,2007-08-15
Sunnyside Beach,2007-08-15,60,2007-08-15
Marie Curtis Park East Beach,2007-08-14,20,2007-08-14
Marie Curtis Park East Beach,2007-08-14,50,2007-08-14
Marie Curtis Park East Beach,2007-08-14,50,2007-08-14
Marie Curtis Park East Beach,2007-08-14,10,2007-08-14
Marie Curtis Park East Beach,2007-08-14,20,2007-08-14
Sunnyside Beach,2007-08-14,50,2007-08-14
Sunnyside Beach,2007-08-14,170,2007-08-14
Sunnyside Beach,2007-08-14,110,2007-08-14
Sunnyside Beach,2007-08-14,20,2007-08-14
Sunnyside Beach,2007-08-14,60,2007-08-14
Sunnyside Beach,2007-08-14,250,2007-08-14
Sunnyside Beach,2007-08-14,20,2007-08-14
Marie Curtis Park East Beach,2007-08-13,10,2007-08-13
Marie Curtis Park East Beach,2007-08-13,140,2007-08-13
Marie Curtis Park East Beach,2007-08-13,350,2007-08-13
Marie Curtis Park East Beach,2007-08-13,80,2007-08-13
Marie Curtis Park East Beach,2007-08-13,210,2007-08-13
Sunnyside Beach,2007-08-13,70,2007-08-13
Sunnyside Beach,2007-08-13,1500,2007-08-13
Sunnyside Beach,2007-08-13,30,2007-08-13
Sunnyside Beach,2007-08-13,10,2007-08-13
Sunnyside Beach,2007-08-13,150,2007-08-13
Sunnyside Beach,2007-08-13,230,2007-08-13
Sunnyside Beach,2007-08-13,50,2007-08-13
Marie Curtis Park East Beach,2007-08-12,40,2007-08-12
Marie Curtis Park East Beach,2007-08-12,390,2007-08-12
Marie Curtis Park East Beach,2007-08-12,330,2007-08-12
Marie Curtis Park East Beach,2007-08-12,60,2007-08-12
Marie Curtis Park East Beach,2007-08-12,110,2007-08-12
Sunnyside Beach,2007-08-12,50,2007-08-12
Sunnyside Beach,2007-08-12,170,2007-08-12
Sunnyside Beach,2007-08-12,40,2007-08-12
Sunnyside Beach,2007-08-12,10,2007-08-12
Sunnyside Beach,2007-08-12,90,2007-08-12
Sunnyside Beach,2007-08-12,190,2007-08-12
Sunnyside Beach,2007-08-12,90,2007-08-12
Marie Curtis Park East Beach,2007-08-11,60,2007-08-11
Marie Curtis Park East Beach,2007-08-11,30,2007-08-11
Marie Curtis Park East Beach,2007-08-11,10,2007-08-11
Marie Curtis Park East Beach,2007-08-11,30,2007-08-11
Marie Curtis Park East Beach,2007-08-11,20,2007-08-11
Sunnyside Beach,2007-08-11,60,2007-08-11
Sunnyside Beach,2007-08-11,100,2007-08-11
Sunnyside Beach,2007-08-11,50,2007-08-11
Sunnyside Beach,2007-08-11,90,2007-08-11
Sunnyside Beach,2007-08-11,150,2007-08-11
Sunnyside Beach,2007-08-11,20,2007-08-11
Sunnyside Beach,2007-08-11,10,2007-08-11
Marie Curtis Park East Beach,2007-08-10,540,2007-08-10
Marie Curtis Park East Beach,2007-08-10,510,2007-08-10
Marie Curtis Park East Beach,2007-08-10,440,2007-08-10
Marie Curtis Park East Beach,2007-08-10,420,2007-08-10
Marie Curtis Park East Beach,2007-08-10,340,2007-08-10
Sunnyside Beach,2007-08-10,70,2007-08-10
Sunnyside Beach,2007-08-10,210,2007-08-10
Sunnyside Beach,2007-08-10,20,2007-08-10
Sunnyside Beach,2007-08-10,50,2007-08-10
Sunnyside Beach,2007-08-10,100,2007-08-10
Sunnyside Beach,2007-08-10,340,2007-08-10
Sunnyside Beach,2007-08-10,10,2007-08-10
Marie Curtis Park East Beach,2007-08-09,10,2007-08-09
Marie Curtis Park East Beach,2007-08-09,10,2007-08-09
Marie Curtis Park East Beach,2007-08-09,10,2007-08-09
Marie Curtis Park East Beach,2007-08-09,10,2007-08-09
Marie Curtis Park East Beach,2007-08-09,10,2007-08-09
Sunnyside Beach,2007-08-09,10,2007-08-09
Sunnyside Beach,2007-08-09,20,2007-08-09
Sunnyside Beach,2007-08-09,90,2007-08-09
Sunnyside Beach,2007-08-09,10,2007-08-09
Sunnyside Beach,2007-08-09,20,2007-08-09
Sunnyside Beach,2007-08-09,220,2007-08-09
Sunnyside Beach,2007-08-09,10,2007-08-09
Marie Curtis Park East Beach,2007-08-08,320,2007-08-08
Marie Curtis Park East Beach,2007-08-08,1500,2007-08-08
Marie Curtis Park East Beach,2007-08-08,280,2007-08-08
Marie Curtis Park East Beach,2007-08-08,310,2007-08-08
Marie Curtis Park East Beach,2007-08-08,260,2007-08-08
Sunnyside Beach,2007-08-08,20,2007-08-08
Sunnyside Beach,2007-08-08,10,2007-08-08
Sunnyside Beach,2007-08-08,20,2007-08-08
Sunnyside Beach,2007-08-08,110,2007-08-08
Sunnyside Beach,2007-08-08,60,2007-08-08
Sunnyside Beach,2007-08-08,90,2007-08-08
Sunnyside Beach,2007-08-08,10,2007-08-08
Marie Curtis Park East Beach,2007-08-07,10,2007-08-07
Marie Curtis Park East Beach,2007-08-07,10,2007-08-07
Marie Curtis Park East Beach,2007-08-07,30,2007-08-07
Marie Curtis Park East Beach,2007-08-07,40,2007-08-07
Marie Curtis Park East Beach,2007-08-07,20,2007-08-07
Sunnyside Beach,2007-08-07,20,2007-08-07
Sunnyside Beach,2007-08-07,150,2007-08-07
Sunnyside Beach,2007-08-07,110,2007-08-07
Sunnyside Beach,2007-08-07,60,2007-08-07
Sunnyside Beach,2007-08-07,90,2007-08-07
Sunnyside Beach,2007-08-07,10,2007-08-07
Sunnyside Beach,2007-08-07,20,2007-08-07
Marie Curtis Park East Beach,2007-08-06,10,2007-08-06
Marie Curtis Park East Beach,2007-08-06,10,2007-08-06
Marie Curtis Park East Beach,2007-08-06,20,2007-08-06
Marie Curtis Park East Beach,2007-08-06,10,2007-08-06
Marie Curtis Park East Beach,2007-08-06,10,2007-08-06
Sunnyside Beach,2007-08-06,480,2007-08-06
Sunnyside Beach,2007-08-06,80,2007-08-06
Sunnyside Beach,2007-08-06,70,2007-08-06
Sunnyside Beach,2007-08-06,100,2007-08-06
Sunnyside Beach,2007-08-06,40,2007-08-06
Sunnyside Beach,2007-08-06,120,2007-08-06
Sunnyside Beach,2007-08-06,40,2007-08-06
Marie Curtis Park East Beach,2007-08-05,20,2007-08-05
Marie Curtis Park East Beach,2007-08-05,90,2007-08-05
Marie Curtis Park East Beach,2007-08-05,100,2007-08-05
Marie Curtis Park East Beach,2007-08-05,90,2007-08-05
Marie Curtis Park East Beach,2007-08-05,80,2007-08-05
Sunnyside Beach,2007-08-05,10,2007-08-05
Sunnyside Beach,2007-08-05,180,2007-08-05
Sunnyside Beach,2007-08-05,110,2007-08-05
Sunnyside Beach,2007-08-05,70,2007-08-05
Sunnyside Beach,2007-08-05,140,2007-08-05
Sunnyside Beach,2007-08-05,10,2007-08-05
Sunnyside Beach,2007-08-05,50,2007-08-05
Marie Curtis Park East Beach,2007-08-04,10,2007-08-04
Marie Curtis Park East Beach,2007-08-04,20,2007-08-04
Marie Curtis Park East Beach,2007-08-04,20,2007-08-04
Marie Curtis Park East Beach,2007-08-04,10,2007-08-04
Marie Curtis Park East Beach,2007-08-04,10,2007-08-04
Sunnyside Beach,2007-08-04,40,2007-08-04
Sunnyside Beach,2007-08-04,160,2007-08-04
Sunnyside Beach,2007-08-04,280,2007-08-04
Sunnyside Beach,2007-08-04,60,2007-08-04
Sunnyside Beach,2007-08-04,250,2007-08-04
Sunnyside Beach,2007-08-04,60,2007-08-04
Sunnyside Beach,2007-08-04,50,2007-08-04
Marie Curtis Park East Beach,2007-08-03,70,2007-08-03
Marie Curtis Park East Beach,2007-08-03,40,2007-08-03
Marie Curtis Park East Beach,2007-08-03,20,2007-08-03
Marie Curtis Park East Beach,2007-08-03,80,2007-08-03
Marie Curtis Park East Beach,2007-08-03,30,2007-08-03
Sunnyside Beach,2007-08-03,360,2007-08-03
Sunnyside Beach,2007-08-03,160,2007-08-03
Sunnyside Beach,2007-08-03,200,2007-08-03
Sunnyside Beach,2007-08-03,110,2007-08-03
Sunnyside Beach,2007-08-03,120,2007-08-03
Sunnyside Beach,2007-08-03,270,2007-08-03
Sunnyside Beach,2007-08-03,150,2007-08-03
Marie Curtis Park East Beach,2007-08-02,60,2007-08-02
Marie Curtis Park East Beach,2007-08-02,20,2007-08-02
Marie Curtis Park East Beach,2007-08-02,10,2007-08-02
Marie Curtis Park East Beach,2007-08-02,40,2007-08-02
Marie Curtis Park East Beach,2007-08-02,40,2007-08-02
Sunnyside Beach,2007-08-02,70,2007-08-02
Sunnyside Beach,2007-08-02,100,2007-08-02
Sunnyside Beach,2007-08-02,10,2007-08-02
Sunnyside Beach,2007-08-02,60,2007-08-02
Sunnyside Beach,2007-08-02,100,2007-08-02
Sunnyside Beach,2007-08-02,30,2007-08-02
Sunnyside Beach,2007-08-02,20,2007-08-02
Marie Curtis Park East Beach,2007-08-01,20,2007-08-01
Marie Curtis Park East Beach,2007-08-01,10,2007-08-01
Marie Curtis Park East Beach,2007-08-01,30,2007-08-01
Marie Curtis Park East Beach,2007-08-01,10,2007-08-01
Marie Curtis Park East Beach,2007-08-01,30,2007-08-01
Sunnyside Beach,2007-08-01,130,2007-08-01
Sunnyside Beach,2007-08-01,350,2007-08-01
Sunnyside Beach,2007-08-01,60,2007-08-01
Sunnyside Beach,2007-08-01,30,2007-08-01
Sunnyside Beach,2007-08-01,10,2007-08-01
Sunnyside Beach,2007-08-01,40,2007-08-01
Sunnyside Beach,2007-08-01,10,2007-08-01
Marie Curtis Park East Beach,2007-07-31,90,2007-07-31
Marie Curtis Park East Beach,2007-07-31,20,2007-07-31
Marie Curtis Park East Beach,2007-07-31,10,2007-07-31
Marie Curtis Park East Beach,2007-07-31,10,2007-07-31
Marie Curtis Park East Beach,2007-07-31,10,2007-07-31
Sunnyside Beach,2007-07-31,30,2007-07-31
Sunnyside Beach,2007-07-31,100,2007-07-31
Sunnyside Beach,2007-07-31,10,2007-07-31
Sunnyside Beach,2007-07-31,10,2007-07-31
Sunnyside Beach,2007-07-31,130,2007-07-31
Sunnyside Beach,2007-07-31,10,2007-07-31
Sunnyside Beach,2007-07-31,30,2007-07-31
Marie Curtis Park East Beach,2007-07-30,130,2007-07-30
Marie Curtis Park East Beach,2007-07-30,40,2007-07-30
Marie Curtis Park East Beach,2007-07-30,70,2007-07-30
Marie Curtis Park East Beach,2007-07-30,10,2007-07-30
Marie Curtis Park East Beach,2007-07-30,50,2007-07-30
Sunnyside Beach,2007-07-30,30,2007-07-30
Sunnyside Beach,2007-07-30,10,2007-07-30
Sunnyside Beach,2007-07-30,10,2007-07-30
Sunnyside Beach,2007-07-30,20,2007-07-30
Sunnyside Beach,2007-07-30,40,2007-07-30
Sunnyside Beach,2007-07-30,20,2007-07-30
Sunnyside Beach,2007-07-30,40,2007-07-30
Marie Curtis Park East Beach,2007-07-29,90,2007-07-29
Marie Curtis Park East Beach,2007-07-29,60,2007-07-29
Marie Curtis Park East Beach,2007-07-29,120,2007-07-29
Marie Curtis Park East Beach,2007-07-29,80,2007-07-29
Marie Curtis Park East Beach,2007-07-29,90,2007-07-29
Sunnyside Beach,2007-07-29,100,2007-07-29
Sunnyside Beach,2007-07-29,110,2007-07-29
Sunnyside Beach,2007-07-29,50,2007-07-29
Sunnyside Beach,2007-07-29,100,2007-07-29
Sunnyside Beach,2007-07-29,100,2007-07-29
Sunnyside Beach,2007-07-29,70,2007-07-29
Sunnyside Beach,2007-07-29,40,2007-07-29
Marie Curtis Park East Beach,2007-07-28,140,2007-07-28
Marie Curtis Park East Beach,2007-07-28,230,2007-07-28
Marie Curtis Park East Beach,2007-07-28,260,2007-07-28
Marie Curtis Park East Beach,2007-07-28,320,2007-07-28
Marie Curtis Park East Beach,2007-07-28,220,2007-07-28
Sunnyside Beach,2007-07-28,330,2007-07-28
Sunnyside Beach,2007-07-28,120,2007-07-28
Sunnyside Beach,2007-07-28,80,2007-07-28
Sunnyside Beach,2007-07-28,210,2007-07-28
Sunnyside Beach,2007-07-28,200,2007-07-28
Sunnyside Beach,2007-07-28,120,2007-07-28
Sunnyside Beach,2007-07-28,80,2007-07-28
Marie Curtis Park East Beach,2007-07-27,640,2007-07-27
Marie Curtis Park East Beach,2007-07-27,230,2007-07-27
Marie Curtis Park East Beach,2007-07-27,150,2007-07-27
Marie Curtis Park East Beach,2007-07-27,190,2007-07-27
Marie Curtis Park East Beach,2007-07-27,230,2007-07-27
Sunnyside Beach,2007-07-27,470,2007-07-27
Sunnyside Beach,2007-07-27,20,2007-07-27
Sunnyside Beach,2007-07-27,20,2007-07-27
Sunnyside Beach,2007-07-27,10,2007-07-27
Sunnyside Beach,2007-07-27,10,2007-07-27
Sunnyside Beach,2007-07-27,20,2007-07-27
Sunnyside Beach,2007-07-27,10,2007-07-27
Marie Curtis Park East Beach,2007-07-26,120,2007-07-26
Marie Curtis Park East Beach,2007-07-26,150,2007-07-26
Marie Curtis Park East Beach,2007-07-26,100,2007-07-26
Marie Curtis Park East Beach,2007-07-26,210,2007-07-26
Marie Curtis Park East Beach,2007-07-26,80,2007-07-26
Sunnyside Beach,2007-07-26,30,2007-07-26
Sunnyside Beach,2007-07-26,110,2007-07-26
Sunnyside Beach,2007-07-26,30,2007-07-26
Sunnyside Beach,2007-07-26,10,2007-07-26
Sunnyside Beach,2007-07-26,60,2007-07-26
Sunnyside Beach,2007-07-26,30,2007-07-26
Sunnyside Beach,2007-07-26,20,2007-07-26
Marie Curtis Park East Beach,2007-07-25,110,2007-07-25
Marie Curtis Park East Beach,2007-07-25,250,2007-07-25
Marie Curtis Park East Beach,2007-07-25,60,2007-07-25
Marie Curtis Park East Beach,2007-07-25,20,2007-07-25
Marie Curtis Park East Beach,2007-07-25,150,2007-07-25
Sunnyside Beach,2007-07-25,110,2007-07-25
Sunnyside Beach,2007-07-25,30,2007-07-25
Sunnyside Beach,2007-07-25,150,2007-07-25
Sunnyside Beach,2007-07-25,110,2007-07-25
Sunnyside Beach,2007-07-25,70,2007-07-25
Sunnyside Beach,2007-07-25,150,2007-07-25
Sunnyside Beach,2007-07-25,70,2007-07-25
Marie Curtis Park East Beach,2007-07-24,280,2007-07-24
Marie Curtis Park East Beach,2007-07-24,450,2007-07-24
Marie Curtis Park East Beach,2007-07-24,330,2007-07-24
Marie Curtis Park East Beach,2007-07-24,290,2007-07-24
Marie Curtis Park East Beach,2007-07-24,150,2007-07-24
Sunnyside Beach,2007-07-24,280,2007-07-24
Sunnyside Beach,2007-07-24,1500,2007-07-24
Sunnyside Beach,2007-07-24,910,2007-07-24
Sunnyside Beach,2007-07-24,340,2007-07-24
Sunnyside Beach,2007-07-24,1900,2007-07-24
Sunnyside Beach,2007-07-24,220,2007-07-24
Sunnyside Beach,2007-07-24,350,2007-07-24
Marie Curtis Park East Beach,2007-07-23,10,2007-07-23
Marie Curtis Park East Beach,2007-07-23,10,2007-07-23
Marie Curtis Park East Beach,2007-07-23,10,2007-07-23
Marie Curtis Park East Beach,2007-07-23,10,2007-07-23
Marie Curtis Park East Beach,2007-07-23,10,2007-07-23
Sunnyside Beach,2007-07-23,10,2007-07-23
Sunnyside Beach,2007-07-23,110,2007-07-23
Sunnyside Beach,2007-07-23,10,2007-07-23
Sunnyside Beach,2007-07-23,10,2007-07-23
Sunnyside Beach,2007-07-23,50,2007-07-23
Sunnyside Beach,2007-07-23,40,2007-07-23
Sunnyside Beach,2007-07-23,10,2007-07-23
Marie Curtis Park East Beach,2007-07-22,130,2007-07-22
Marie Curtis Park East Beach,2007-07-22,120,2007-07-22
Marie Curtis Park East Beach,2007-07-22,100,2007-07-22
Marie Curtis Park East Beach,2007-07-22,180,2007-07-22
Marie Curtis Park East Beach,2007-07-22,180,2007-07-22
Sunnyside Beach,2007-07-22,60,2007-07-22
Sunnyside Beach,2007-07-22,100,2007-07-22
Sunnyside Beach,2007-07-22,20,2007-07-22
Sunnyside Beach,2007-07-22,10,2007-07-22
Sunnyside Beach,2007-07-22,20,2007-07-22
Sunnyside Beach,2007-07-22,10,2007-07-22
Sunnyside Beach,2007-07-22,40,2007-07-22
Marie Curtis Park East Beach,2007-07-21,540,2007-07-21
Marie Curtis Park East Beach,2007-07-21,240,2007-07-21
Marie Curtis Park East Beach,2007-07-21,470,2007-07-21
Marie Curtis Park East Beach,2007-07-21,410,2007-07-21
Marie Curtis Park East Beach,2007-07-21,520,2007-07-21
Sunnyside Beach,2007-07-21,220,2007-07-21
Sunnyside Beach,2007-07-21,490,2007-07-21
Sunnyside Beach,2007-07-21,910,2007-07-21
Sunnyside Beach,2007-07-21,100,2007-07-21
Sunnyside Beach,2007-07-21,370,2007-07-21
Sunnyside Beach,2007-07-21,490,2007-07-21
Sunnyside Beach,2007-07-21,90,2007-07-21
Marie Curtis Park East Beach,2007-07-20,10,2007-07-20
Marie Curtis Park East Beach,2007-07-20,500,2007-07-20
Marie Curtis Park East Beach,2007-07-20,460,2007-07-20
Marie Curtis Park East Beach,2007-07-20,130,2007-07-20
Marie Curtis Park East Beach,2007-07-20,80,2007-07-20
Sunnyside Beach,2007-07-20,650,2007-07-20
Sunnyside Beach,2007-07-20,380,2007-07-20
Sunnyside Beach,2007-07-20,350,2007-07-20
Sunnyside Beach,2007-07-20,600,2007-07-20
Sunnyside Beach,2007-07-20,400,2007-07-20
Sunnyside Beach,2007-07-20,440,2007-07-20
Sunnyside Beach,2007-07-20,500,2007-07-20
Marie Curtis Park East Beach,2007-07-19,990,2007-07-19
Marie Curtis Park East Beach,2007-07-19,990,2007-07-19
Marie Curtis Park East Beach,2007-07-19,990,2007-07-19
Marie Curtis Park East Beach,2007-07-19,990,2007-07-19
Marie Curtis Park East Beach,2007-07-19,990,2007-07-19
Sunnyside Beach,2007-07-19,990,2007-07-19
Sunnyside Beach,2007-07-19,990,2007-07-19
Sunnyside Beach,2007-07-19,990,2007-07-19
Sunnyside Beach,2007-07-19,990,2007-07-19
Sunnyside Beach,2007-07-19,990,2007-07-19
Sunnyside Beach,2007-07-19,990,2007-07-19
Sunnyside Beach,2007-07-19,990,2007-07-19
Marie Curtis Park East Beach,2007-07-18,230,2007-07-18
Marie Curtis Park East Beach,2007-07-18,170,2007-07-18
Marie Curtis Park East Beach,2007-07-18,210,2007-07-18
Marie Curtis Park East Beach,2007-07-18,220,2007-07-18
Marie Curtis Park East Beach,2007-07-18,300,2007-07-18
Sunnyside Beach,2007-07-18,50,2007-07-18
Sunnyside Beach,2007-07-18,10,2007-07-18
Sunnyside Beach,2007-07-18,10,2007-07-18
Sunnyside Beach,2007-07-18,10,2007-07-18
Sunnyside Beach,2007-07-18,160,2007-07-18
Sunnyside Beach,2007-07-18,160,2007-07-18
Sunnyside Beach,2007-07-18,60,2007-07-18
