Name,collection_date,site_name,e_coli,Date,is_outlier
Marie Curtis Park East Beach,2010-07-26,29W,50,2010-07-26,Normal
Marie Curtis Park East Beach,2010-07-26,33W,20,2010-07-26,Normal
Marie Curtis Park East Beach,2010-07-26,32W,40,2010-07-26,Normal
Marie Curtis Park East Beach,2010-07-26,31W,50,2010-07-26,Normal
Marie Curtis Park East Beach,2010-07-26,30W,30,2010-07-26,Normal
Sunnyside Beach,2010-07-26,23W,130,2010-07-26,Normal
Sunnyside Beach,2010-07-26,17W,110,2010-07-26,Normal
Sunnyside Beach,2010-07-26,21W,20,2010-07-26,Normal
Sunnyside Beach,2010-07-26,18W,10,2010-07-26,Normal
Sunnyside Beach,2010-07-26,19W,20,2010-07-26,Normal
Sunnyside Beach,2010-07-26,20W,90,2010-07-26,Normal
Sunnyside Beach,2010-07-26,22W,40,2010-07-26,Normal
Sunnyside Beach,2010-07-25,23W,490,2010-07-25,Normal
Sunnyside Beach,2010-07-25,17W,880,2010-07-25,Normal
Sunnyside Beach,2010-07-25,21W,330,2010-07-25,Normal
Sunnyside Beach,2010-07-25,18W,440,2010-07-25,Normal
Sunnyside Beach,2010-07-25,19W,420,2010-07-25,Normal
Sunnyside Beach,2010-07-25,20W,560,2010-07-25,Normal
Sunnyside Beach,2010-07-25,22W,520,2010-07-25,Normal
Marie Curtis Park East Beach,2010-07-24,29W,450,2010-07-24,Normal
Marie Curtis Park East Beach,2010-07-24,33W,610,2010-07-24,Normal
Marie Curtis Park East Beach,2010-07-24,32W,590,2010-07-24,Normal
Marie Curtis Park East Beach,2010-07-24,31W,530,2010-07-24,Normal
Marie Curtis Park East Beach,2010-07-24,30W,550,2010-07-24,Normal
Sunnyside Beach,2010-07-24,23W,270,2010-07-24,Normal
Sunnyside Beach,2010-07-24,17W,390,2010-07-24,Normal
Sunnyside Beach,2010-07-24,21W,300,2010-07-24,Normal
Sunnyside Beach,2010-07-24,18W,380,2010-07-24,Normal
Sunnyside Beach,2010-07-24,19W,280,2010-07-24,Normal
Sunnyside Beach,2010-07-24,20W,10,2010-07-24,Normal
Sunnyside Beach,2010-07-24,22W,280,2010-07-24,Normal
Marie Curtis Park East Beach,2010-07-23,33W,1600,2010-07-23,Normal
Sunnyside Beach,2010-07-23,21W,470,2010-07-23,Normal
Sunnyside Beach,2010-07-23,19W,1000,2010-07-23,Normal
Sunnyside Beach,2010-07-23,20W,930,2010-07-23,Normal
Sunnyside Beach,2010-07-23,22W,1100,2010-07-23,Normal
Marie Curtis Park East Beach,2010-07-22,29W,10,2010-07-22,Normal
Marie Curtis Park East Beach,2010-07-22,33W,30,2010-07-22,Normal
Marie Curtis Park East Beach,2010-07-22,32W,10,2010-07-22,Normal
Marie Curtis Park East Beach,2010-07-22,31W,10,2010-07-22,Normal
Marie Curtis Park East Beach,2010-07-22,30W,10,2010-07-22,Normal
Sunnyside Beach,2010-07-22,23W,60,2010-07-22,Normal
Sunnyside Beach,2010-07-22,17W,120,2010-07-22,Normal
Sunnyside Beach,2010-07-22,21W,120,2010-07-22,Normal
Sunnyside Beach,2010-07-22,18W,20,2010-07-22,Normal
Sunnyside Beach,2010-07-22,19W,10,2010-07-22,Normal
Sunnyside Beach,2010-07-22,20W,10,2010-07-22,Normal
Sunnyside Beach,2010-07-22,22W,10,2010-07-22,Normal
Marie Curtis Park East Beach,2010-07-21,29W,2000,2010-07-21,Normal
Marie Curtis Park East Beach,2010-07-21,33W,1800,2010-07-21,Normal
Marie Curtis Park East Beach,2010-07-21,32W,1300,2010-07-21,Normal
Marie Curtis Park East Beach,2010-07-21,31W,1500,2010-07-21,Normal
Marie Curtis Park East Beach,2010-07-21,30W,1600,2010-07-21,Normal
Sunnyside Beach,2010-07-21,23W,10,2010-07-21,Normal
Sunnyside Beach,2010-07-21,17W,510,2010-07-21,Normal
Sunnyside Beach,2010-07-21,21W,480,2010-07-21,Normal
Sunnyside Beach,2010-07-21,18W,130,2010-07-21,Normal
Sunnyside Beach,2010-07-21,19W,330,2010-07-21,Normal
Sunnyside Beach,2010-07-21,20W,170,2010-07-21,Normal
Sunnyside Beach,2010-07-21,22W,110,2010-07-21,Normal
Marie Curtis Park East Beach,2010-07-20,29W,20,2010-07-20,Normal
Marie Curtis Park East Beach,2010-07-20,33W,80,2010-07-20,Normal
Marie Curtis Park East Beach,2010-07-20,32W,10,2010-07-20,Normal
Marie Curtis Park East Beach,2010-07-20,31W,10,2010-07-20,Normal
Marie Curtis Park East Beach,2010-07-20,30W,10,2010-07-20,Normal
Sunnyside Beach,2010-07-20,23W,120,2010-07-20,Normal
Sunnyside Beach,2010-07-20,17W,40,2010-07-20,Normal
Sunnyside Beach,2010-07-20,21W,10,2010-07-20,Normal
Sunnyside Beach,2010-07-20,18W,10,2010-07-20,Normal
Sunnyside Beach,2010-07-20,19W,220,2010-07-20,Normal
Sunnyside Beach,2010-07-20,20W,120,2010-07-20,Normal
Sunnyside Beach,2010-07-20,22W,60,2010-07-20,Normal
Marie Curtis Park East Beach,2010-07-19,29W,70,2010-07-19,Normal
Marie Curtis Park East Beach,2010-07-19,33W,130,2010-07-19,Normal
Marie Curtis Park East Beach,2010-07-19,32W,120,2010-07-19,Normal
Marie Curtis Park East Beach,2010-07-19,31W,30,2010-07-19,Normal
Marie Curtis Park East Beach,2010-07-19,30W,20,2010-07-19,Normal
Sunnyside Beach,2010-07-19,23W,110,2010-07-19,Normal
Sunnyside Beach,2010-07-19,17W,210,2010-07-19,Normal
Sunnyside Beach,2010-07-19,21W,120,2010-07-19,Normal
Sunnyside Beach,2010-07-19,18W,60,2010-07-19,Normal
Sunnyside Beach,2010-07-19,19W,80,2010-07-19,Normal
Sunnyside Beach,2010-07-19,20W,90,2010-07-19,Normal
Sunnyside Beach,2010-07-19,22W,10,2010-07-19,Normal
Marie Curtis Park East Beach,2010-07-18,29W,190,2010-07-18,Normal
Marie Curtis Park East Beach,2010-07-18,33W,260,2010-07-18,Normal
Marie Curtis Park East Beach,2010-07-18,32W,100,2010-07-18,Normal
Marie Curtis Park East Beach,2010-07-18,31W,300,2010-07-18,Normal
Marie Curtis Park East Beach,2010-07-18,30W,170,2010-07-18,Normal
Sunnyside Beach,2010-07-18,23W,130,2010-07-18,Normal
Sunnyside Beach,2010-07-18,17W,90,2010-07-18,Normal
Sunnyside Beach,2010-07-18,21W,210,2010-07-18,Normal
Sunnyside Beach,2010-07-18,18W,100,2010-07-18,Normal
Sunnyside Beach,2010-07-18,19W,70,2010-07-18,Normal
Sunnyside Beach,2010-07-18,20W,60,2010-07-18,Normal
Sunnyside Beach,2010-07-18,22W,140,2010-07-18,Normal
Marie Curtis Park East Beach,2010-07-17,29W,20,2010-07-17,Normal
Marie Curtis Park East Beach,2010-07-17,33W,10,2010-07-17,Normal
Marie Curtis Park East Beach,2010-07-17,32W,10,2010-07-17,Normal
Marie Curtis Park East Beach,2010-07-17,31W,10,2010-07-17,Normal
Marie Curtis Park East Beach,2010-07-17,30W,10,2010-07-17,Normal
Sunnyside Beach,2010-07-17,23W,10,2010-07-17,Normal
Sunnyside Beach,2010-07-17,17W,30,2010-07-17,Normal
Sunnyside Beach,2010-07-17,21W,60,2010-07-17,Normal
Sunnyside Beach,2010-07-17,18W,80,2010-07-17,Normal
Sunnyside Beach,2010-07-17,19W,20,2010-07-17,Normal
Sunnyside Beach,2010-07-17,20W,80,2010-07-17,Normal
Sunnyside Beach,2010-07-17,22W,60,2010-07-17,Normal
Marie Curtis Park East Beach,2010-07-16,29W,90,2010-07-16,Normal
Marie Curtis Park East Beach,2010-07-16,33W,250,2010-07-16,Normal
Marie Curtis Park East Beach,2010-07-16,32W,160,2010-07-16,Normal
Marie Curtis Park East Beach,2010-07-16,31W,100,2010-07-16,Normal
Marie Curtis Park East Beach,2010-07-16,30W,120,2010-07-16,Normal
Sunnyside Beach,2010-07-16,23W,380,2010-07-16,Normal
Sunnyside Beach,2010-07-16,17W,400,2010-07-16,Normal
Sunnyside Beach,2010-07-16,21W,650,2010-07-16,Normal
Sunnyside Beach,2010-07-16,18W,400,2010-07-16,Normal
Sunnyside Beach,2010-07-16,19W,350,2010-07-16,Normal
Sunnyside Beach,2010-07-16,20W,310,2010-07-16,Normal
Sunnyside Beach,2010-07-16,22W,380,2010-07-16,Normal
Marie Curtis Park East Beach,2010-07-15,29W,150,2010-07-15,Normal
Marie Curtis Park East Beach,2010-07-15,33W,60,2010-07-15,Normal
Marie Curtis Park East Beach,2010-07-15,32W,110,2010-07-15,Normal
Marie Curtis Park East Beach,2010-07-15,31W,80,2010-07-15,Normal
Marie Curtis Park East Beach,2010-07-15,30W,30,2010-07-15,Normal
Sunnyside Beach,2010-07-15,23W,40,2010-07-15,Normal
Sunnyside Beach,2010-07-15,17W,50,2010-07-15,Normal
Sunnyside Beach,2010-07-15,21W,10,2010-07-15,Normal
Sunnyside Beach,2010-07-15,18W,110,2010-07-15,Normal
Sunnyside Beach,2010-07-15,19W,70,2010-07-15,Normal
Sunnyside Beach,2010-07-15,20W,10,2010-07-15,Normal
Sunnyside Beach,2010-07-15,22W,120,2010-07-15,Normal
Marie Curtis Park East Beach,2010-07-14,29W,30,2010-07-14,Normal
Marie Curtis Park East Beach,2010-07-14,33W,10,2010-07-14,Normal
Marie Curtis Park East Beach,2010-07-14,32W,10,2010-07-14,Normal
Marie Curtis Park East Beach,2010-07-14,31W,10,2010-07-14,Normal
Marie Curtis Park East Beach,2010-07-14,30W,20,2010-07-14,Normal
Sunnyside Beach,2010-07-14,23W,10,2010-07-14,Normal
Sunnyside Beach,2010-07-14,17W,170,2010-07-14,Normal
Sunnyside Beach,2010-07-14,21W,100,2010-07-14,Normal
Sunnyside Beach,2010-07-14,18W,140,2010-07-14,Normal
Sunnyside Beach,2010-07-14,19W,10,2010-07-14,Normal
Sunnyside Beach,2010-07-14,20W,50,2010-07-14,Normal
Sunnyside Beach,2010-07-14,22W,10,2010-07-14,Normal
Marie Curtis Park East Beach,2010-07-13,29W,460,2010-07-13,Normal
Marie Curtis Park East Beach,2010-07-13,33W,520,2010-07-13,Normal
Marie Curtis Park East Beach,2010-07-13,32W,340,2010-07-13,Normal
Marie Curtis Park East Beach,2010-07-13,31W,350,2010-07-13,Normal
Marie Curtis Park East Beach,2010-07-13,30W,540,2010-07-13,Normal
Sunnyside Beach,2010-07-13,23W,300,2010-07-13,Normal
Sunnyside Beach,2010-07-13,17W,80,2010-07-13,Normal
Sunnyside Beach,2010-07-13,21W,100,2010-07-13,Normal
Sunnyside Beach,2010-07-13,18W,290,2010-07-13,Normal
Sunnyside Beach,2010-07-13,19W,100,2010-07-13,Normal
Sunnyside Beach,2010-07-13,20W,110,2010-07-13,Normal
Sunnyside Beach,2010-07-13,22W,180,2010-07-13,Normal
Marie Curtis Park East Beach,2010-07-12,29W,140,2010-07-12,Normal
Marie Curtis Park East Beach,2010-07-12,33W,480,2010-07-12,Normal
Marie Curtis Park East Beach,2010-07-12,32W,580,2010-07-12,Normal
Marie Curtis Park East Beach,2010-07-12,31W,490,2010-07-12,Normal
Marie Curtis Park East Beach,2010-07-12,30W,460,2010-07-12,Normal
Sunnyside Beach,2010-07-12,23W,540,2010-07-12,Normal
Sunnyside Beach,2010-07-12,17W,220,2010-07-12,Normal
Sunnyside Beach,2010-07-12,21W,360,2010-07-12,Normal
Sunnyside Beach,2010-07-12,18W,240,2010-07-12,Normal
Sunnyside Beach,2010-07-12,19W,30,2010-07-12,Normal
Sunnyside Beach,2010-07-12,20W,170,2010-07-12,Normal
Sunnyside Beach,2010-07-12,22W,450,2010-07-12,Normal
Sunnyside Beach,2010-07-11,23W,70,2010-07-11,Normal
Sunnyside Beach,2010-07-11,17W,50,2010-07-11,Normal
Sunnyside Beach,2010-07-11,21W,80,2010-07-11,Normal
Sunnyside Beach,2010-07-11,18W,60,2010-07-11,Normal
Sunnyside Beach,2010-07-11,19W,60,2010-07-11,Normal
Sunnyside Beach,2010-07-11,20W,90,2010-07-11,Normal
Sunnyside Beach,2010-07-11,22W,80,2010-07-11,Normal
Marie Curtis Park East Beach,2010-07-10,29W,400,2010-07-10,Normal
Marie Curtis Park East Beach,2010-07-10,33W,460,2010-07-10,Normal
Marie Curtis Park East Beach,2010-07-10,32W,540,2010-07-10,Normal
Marie Curtis Park East Beach,2010-07-10,31W,580,2010-07-10,Normal
Marie Curtis Park East Beach,2010-07-10,30W,350,2010-07-10,Normal
Sunnyside Beach,2010-07-10,23W,600,2010-07-10,Normal
Sunnyside Beach,2010-07-10,17W,160,2010-07-10,Normal
Sunnyside Beach,2010-07-10,21W,350,2010-07-10,Normal
Sunnyside Beach,2010-07-10,18W,220,2010-07-10,Normal
Sunnyside Beach,2010-07-10,19W,140,2010-07-10,Normal
Sunnyside Beach,2010-07-10,20W,280,2010-07-10,Normal
Sunnyside Beach,2010-07-10,22W,660,2010-07-10,Normal
Marie Curtis Park East Beach,2010-07-09,29W,1800,2010-07-09,Normal
Marie Curtis Park East Beach,2010-07-09,33W,1100,2010-07-09,Normal
Marie Curtis Park East Beach,2010-07-09,32W,2000,2010-07-09,Normal
Marie Curtis Park East Beach,2010-07-09,31W,1200,2010-07-09,Normal
Marie Curtis Park East Beach,2010-07-09,30W,1500,2010-07-09,Normal
Sunnyside Beach,2010-07-09,23W,840,2010-07-09,Normal
Sunnyside Beach,2010-07-09,17W,1600,2010-07-09,Normal
Sunnyside Beach,2010-07-09,21W,210,2010-07-09,Normal
Sunnyside Beach,2010-07-09,18W,1100,2010-07-09,Normal
Sunnyside Beach,2010-07-09,19W,180,2010-07-09,Normal
Sunnyside Beach,2010-07-09,20W,40,2010-07-09,Normal
Sunnyside Beach,2010-07-09,22W,540,2010-07-09,Normal
Marie Curtis Park East Beach,2010-07-08,29W,210,2010-07-08,Normal
Marie Curtis Park East Beach,2010-07-08,33W,230,2010-07-08,Normal
Marie Curtis Park East Beach,2010-07-08,32W,160,2010-07-08,Normal
Marie Curtis Park East Beach,2010-07-08,31W,860,2010-07-08,Normal
Marie Curtis Park East Beach,2010-07-08,30W,210,2010-07-08,Normal
Sunnyside Beach,2010-07-08,23W,1100,2010-07-08,Normal
Sunnyside Beach,2010-07-08,17W,290,2010-07-08,Normal
Sunnyside Beach,2010-07-08,21W,160,2010-07-08,Normal
Sunnyside Beach,2010-07-08,18W,160,2010-07-08,Normal
Sunnyside Beach,2010-07-08,19W,1100,2010-07-08,Normal
Sunnyside Beach,2010-07-08,20W,570,2010-07-08,Normal
Sunnyside Beach,2010-07-08,22W,150,2010-07-08,Normal
Marie Curtis Park East Beach,2010-07-07,29W,1100,2010-07-07,Normal
Marie Curtis Park East Beach,2010-07-07,33W,680,2010-07-07,Normal
Marie Curtis Park East Beach,2010-07-07,32W,1400,2010-07-07,Normal
Marie Curtis Park East Beach,2010-07-07,31W,590,2010-07-07,Normal
Marie Curtis Park East Beach,2010-07-07,30W,740,2010-07-07,Normal
Sunnyside Beach,2010-07-07,23W,70,2010-07-07,Normal
Sunnyside Beach,2010-07-07,17W,150,2010-07-07,Normal
Sunnyside Beach,2010-07-07,21W,60,2010-07-07,Normal
Sunnyside Beach,2010-07-07,18W,100,2010-07-07,Normal
Sunnyside Beach,2010-07-07,19W,130,2010-07-07,Normal
Sunnyside Beach,2010-07-07,20W,70,2010-07-07,Normal
Sunnyside Beach,2010-07-07,22W,130,2010-07-07,Normal
Marie Curtis Park East Beach,2010-07-06,29W,80,2010-07-06,Normal
Marie Curtis Park East Beach,2010-07-06,33W,20,2010-07-06,Normal
Marie Curtis Park East Beach,2010-07-06,32W,90,2010-07-06,Normal
Marie Curtis Park East Beach,2010-07-06,31W,80,2010-07-06,Normal
Marie Curtis Park East Beach,2010-07-06,30W,30,2010-07-06,Normal
Sunnyside Beach,2010-07-06,23W,80,2010-07-06,Normal
Sunnyside Beach,2010-07-06,17W,60,2010-07-06,Normal
Sunnyside Beach,2010-07-06,21W,20,2010-07-06,Normal
Sunnyside Beach,2010-07-06,18W,30,2010-07-06,Normal
Sunnyside Beach,2010-07-06,19W,20,2010-07-06,Normal
Sunnyside Beach,2010-07-06,20W,20,2010-07-06,Normal
Sunnyside Beach,2010-07-06,22W,30,2010-07-06,Normal
Marie Curtis Park East Beach,2010-07-05,29W,10,2010-07-05,Normal
Marie Curtis Park East Beach,2010-07-05,33W,10,2010-07-05,Normal
Marie Curtis Park East Beach,2010-07-05,32W,20,2010-07-05,Normal
Marie Curtis Park East Beach,2010-07-05,31W,20,2010-07-05,Normal
Marie Curtis Park East Beach,2010-07-05,30W,20,2010-07-05,Normal
Sunnyside Beach,2010-07-05,23W,270,2010-07-05,Normal
Sunnyside Beach,2010-07-05,17W,130,2010-07-05,Normal
Sunnyside Beach,2010-07-05,21W,20,2010-07-05,Normal
Sunnyside Beach,2010-07-05,18W,120,2010-07-05,Normal
Sunnyside Beach,2010-07-05,19W,140,2010-07-05,Normal
Sunnyside Beach,2010-07-05,20W,150,2010-07-05,Normal
Sunnyside Beach,2010-07-05,22W,160,2010-07-05,Normal
Marie Curtis Park East Beach,2010-07-04,29W,110,2010-07-04,Normal
Marie Curtis Park East Beach,2010-07-04,33W,50,2010-07-04,Normal
Marie Curtis Park East Beach,2010-07-04,32W,1100,2010-07-04,Normal
Marie Curtis Park East Beach,2010-07-04,31W,70,2010-07-04,Normal
Marie Curtis Park East Beach,2010-07-04,30W,30,2010-07-04,Normal
Sunnyside Beach,2010-07-04,23W,210,2010-07-04,Normal
Sunnyside Beach,2010-07-04,17W,40,2010-07-04,Normal
Sunnyside Beach,2010-07-04,21W,30,2010-07-04,Normal
Sunnyside Beach,2010-07-04,18W,100,2010-07-04,Normal
Sunnyside Beach,2010-07-04,19W,100,2010-07-04,Normal
Sunnyside Beach,2010-07-04,20W,90,2010-07-04,Normal
Sunnyside Beach,2010-07-04,22W,150,2010-07-04,Normal
Marie Curtis Park East Beach,2010-07-03,29W,440,2010-07-03,Normal
Marie Curtis Park East Beach,2010-07-03,33W,440,2010-07-03,Normal
Marie Curtis Park East Beach,2010-07-03,32W,310,2010-07-03,Normal
Marie Curtis Park East Beach,2010-07-03,31W,470,2010-07-03,Normal
Marie Curtis Park East Beach,2010-07-03,30W,460,2010-07-03,Normal
Sunnyside Beach,2010-07-03,23W,110,2010-07-03,Normal
Sunnyside Beach,2010-07-03,17W,120,2010-07-03,Normal
Sunnyside Beach,2010-07-03,21W,60,2010-07-03,Normal
Sunnyside Beach,2010-07-03,18W,20,2010-07-03,Normal
Sunnyside Beach,2010-07-03,19W,10,2010-07-03,Normal
Sunnyside Beach,2010-07-03,20W,50,2010-07-03,Normal
Sunnyside Beach,2010-07-03,22W,60,2010-07-03,Normal
Marie Curtis Park East Beach,2010-07-02,29W,1600,2010-07-02,Normal
Marie Curtis Park East Beach,2010-07-02,33W,1400,2010-07-02,Normal
Marie Curtis Park East Beach,2010-07-02,32W,1100,2010-07-02,Normal
Marie Curtis Park East Beach,2010-07-02,31W,1100,2010-07-02,Normal
Marie Curtis Park East Beach,2010-07-02,30W,1200,2010-07-02,Normal
Sunnyside Beach,2010-07-02,23W,40,2010-07-02,Normal
Sunnyside Beach,2010-07-02,17W,530,2010-07-02,Normal
Sunnyside Beach,2010-07-02,21W,30,2010-07-02,Normal
Sunnyside Beach,2010-07-02,18W,310,2010-07-02,Normal
Sunnyside Beach,2010-07-02,19W,170,2010-07-02,Normal
Sunnyside Beach,2010-07-02,20W,900,2010-07-02,Normal
Sunnyside Beach,2010-07-02,22W,700,2010-07-02,Normal
Marie Curtis Park East Beach,2010-07-01,29W,840,2010-07-01,Normal
Marie Curtis Park East Beach,2010-07-01,33W,1700,2010-07-01,Normal
Marie Curtis Park East Beach,2010-07-01,32W,1600,2010-07-01,Normal
Marie Curtis Park East Beach,2010-07-01,31W,1300,2010-07-01,Normal
Marie Curtis Park East Beach,2010-07-01,30W,1100,2010-07-01,Normal
Sunnyside Beach,2010-07-01,23W,10,2010-07-01,Normal
Sunnyside Beach,2010-07-01,17W,70,2010-07-01,Normal
Sunnyside Beach,2010-07-01,21W,20,2010-07-01,Normal
Sunnyside Beach,2010-07-01,18W,10,2010-07-01,Normal
Sunnyside Beach,2010-07-01,19W,50,2010-07-01,Normal
Sunnyside Beach,2010-07-01,20W,20,2010-07-01,Normal
Sunnyside Beach,2010-07-01,22W,20,2010-07-01,Normal
Marie Curtis Park East Beach,2010-06-30,29W,20,2010-06-30,Normal
Marie Curtis Park East Beach,2010-06-30,33W,20,2010-06-30,Normal
Marie Curtis Park East Beach,2010-06-30,32W,80,2010-06-30,Normal
Marie Curtis Park East Beach,2010-06-30,31W,120,2010-06-30,Normal
Marie Curtis Park East Beach,2010-06-30,30W,10,2010-06-30,Normal
Sunnyside Beach,2010-06-30,23W,150,2010-06-30,Normal
Sunnyside Beach,2010-06-30,17W,80,2010-06-30,Normal
Sunnyside Beach,2010-06-30,21W,60,2010-06-30,Normal
Sunnyside Beach,2010-06-30,18W,60,2010-06-30,Normal
Sunnyside Beach,2010-06-30,19W,80,2010-06-30,Normal
Sunnyside Beach,2010-06-30,20W,30,2010-06-30,Normal
Sunnyside Beach,2010-06-30,22W,80,2010-06-30,Normal
Marie Curtis Park East Beach,2010-06-29,29W,10,2010-06-29,Normal
Marie Curtis Park East Beach,2010-06-29,33W,20,2010-06-29,Normal
Marie Curtis Park East Beach,2010-06-29,32W,20,2010-06-29,Normal
Marie Curtis Park East Beach,2010-06-29,31W,10,2010-06-29,Normal
Marie Curtis Park East Beach,2010-06-29,30W,10,2010-06-29,Normal
Sunnyside Beach,2010-06-29,23W,350,2010-06-29,Normal
Sunnyside Beach,2010-06-29,17W,80,2010-06-29,Normal
Sunnyside Beach,2010-06-29,21W,860,2010-06-29,Normal
Sunnyside Beach,2010-06-29,18W,110,2010-06-29,Normal
Sunnyside Beach,2010-06-29,19W,60,2010-06-29,Normal
Sunnyside Beach,2010-06-29,20W,60,2010-06-29,Normal
Sunnyside Beach,2010-06-29,22W,560,2010-06-29,Normal
Marie Curtis Park East Beach,2010-06-28,29W,470,2010-06-28,Normal
Marie Curtis Park East Beach,2010-06-28,33W,480,2010-06-28,Normal
Marie Curtis Park East Beach,2010-06-28,32W,640,2010-06-28,Normal
Marie Curtis Park East Beach,2010-06-28,31W,680,2010-06-28,Normal
Marie Curtis Park East Beach,2010-06-28,30W,560,2010-06-28,Normal
Sunnyside Beach,2010-06-28,23W,780,2010-06-28,Normal
Sunnyside Beach,2010-06-28,21W,890,2010-06-28,Normal
Sunnyside Beach,2010-06-28,18W,1900,2010-06-28,Normal
Sunnyside Beach,2010-06-28,19W,1600,2010-06-28,Normal
Sunnyside Beach,2010-06-28,20W,1100,2010-06-28,Normal
Sunnyside Beach,2010-06-28,22W,870,2010-06-28,Normal
Marie Curtis Park East Beach,2010-06-27,29W,65,2010-06-27,Normal
Marie Curtis Park East Beach,2010-06-27,33W,39,2010-06-27,Normal
Marie Curtis Park East Beach,2010-06-27,32W,58,2010-06-27,Normal
Marie Curtis Park East Beach,2010-06-27,31W,45,2010-06-27,Normal
Marie Curtis Park East Beach,2010-06-27,30W,41,2010-06-27,Normal
Sunnyside Beach,2010-06-27,23W,32,2010-06-27,Normal
Sunnyside Beach,2010-06-27,17W,10,2010-06-27,Normal
Sunnyside Beach,2010-06-27,21W,10,2010-06-27,Normal
Sunnyside Beach,2010-06-27,18W,10,2010-06-27,Normal
Sunnyside Beach,2010-06-27,19W,10,2010-06-27,Normal
Sunnyside Beach,2010-06-27,20W,20,2010-06-27,Normal
Sunnyside Beach,2010-06-27,22W,15,2010-06-27,Normal
Marie Curtis Park East Beach,2010-06-26,29W,150,2010-06-26,Normal
Marie Curtis Park East Beach,2010-06-26,33W,100,2010-06-26,Normal
Marie Curtis Park East Beach,2010-06-26,32W,70,2010-06-26,Normal
Marie Curtis Park East Beach,2010-06-26,31W,70,2010-06-26,Normal
Marie Curtis Park East Beach,2010-06-26,30W,60,2010-06-26,Normal
Sunnyside Beach,2010-06-26,23W,240,2010-06-26,Normal
Sunnyside Beach,2010-06-26,17W,160,2010-06-26,Normal
Sunnyside Beach,2010-06-26,21W,230,2010-06-26,Normal
Sunnyside Beach,2010-06-26,18W,140,2010-06-26,Normal
Sunnyside Beach,2010-06-26,19W,200,2010-06-26,Normal
Sunnyside Beach,2010-06-26,20W,260,2010-06-26,Normal
Sunnyside Beach,2010-06-26,22W,220,2010-06-26,Normal
Marie Curtis Park East Beach,2010-06-25,29W,10,2010-06-25,Normal
Marie Curtis Park East Beach,2010-06-25,33W,10,2010-06-25,Normal
Marie Curtis Park East Beach,2010-06-25,32W,10,2010-06-25,Normal
Marie Curtis Park East Beach,2010-06-25,31W,10,2010-06-25,Normal
Marie Curtis Park East Beach,2010-06-25,30W,10,2010-06-25,Normal
Sunnyside Beach,2010-06-25,23W,60,2010-06-25,Normal
Sunnyside Beach,2010-06-25,17W,10,2010-06-25,Normal
Sunnyside Beach,2010-06-25,21W,60,2010-06-25,Normal
Sunnyside Beach,2010-06-25,18W,50,2010-06-25,Normal
Sunnyside Beach,2010-06-25,19W,90,2010-06-25,Normal
Sunnyside Beach,2010-06-25,20W,80,2010-06-25,Normal
Sunnyside Beach,2010-06-25,22W,90,2010-06-25,Normal
Marie Curtis Park East Beach,2010-06-24,29W,20,2010-06-24,Normal
Marie Curtis Park East Beach,2010-06-24,33W,50,2010-06-24,Normal
Marie Curtis Park East Beach,2010-06-24,32W,10,2010-06-24,Normal
Marie Curtis Park East Beach,2010-06-24,31W,10,2010-06-24,Normal
Marie Curtis Park East Beach,2010-06-24,30W,10,2010-06-24,Normal
Sunnyside Beach,2010-06-24,23W,360,2010-06-24,Normal
Sunnyside Beach,2010-06-24,17W,200,2010-06-24,Normal
Sunnyside Beach,2010-06-24,21W,130,2010-06-24,Normal
Sunnyside Beach,2010-06-24,18W,200,2010-06-24,Normal
Sunnyside Beach,2010-06-24,19W,190,2010-06-24,Normal
Sunnyside Beach,2010-06-24,20W,260,2010-06-24,Normal
Sunnyside Beach,2010-06-24,22W,240,2010-06-24,Normal
Marie Curtis Park East Beach,2010-06-23,29W,280,2010-06-23,Normal
Marie Curtis Park East Beach,2010-06-23,30W,1100,2010-06-23,Normal
Sunnyside Beach,2010-06-23,23W,1100,2010-06-23,Normal
Sunnyside Beach,2010-06-23,17W,10,2010-06-23,Normal
Sunnyside Beach,2010-06-23,18W,50,2010-06-23,Normal
Sunnyside Beach,2010-06-23,19W,60,2010-06-23,Normal
Sunnyside Beach,2010-06-23,20W,790,2010-06-23,Normal
Sunnyside Beach,2010-06-23,22W,1100,2010-06-23,Normal
Marie Curtis Park East Beach,2010-06-22,29W,10,2010-06-22,Normal
Marie Curtis Park East Beach,2010-06-22,33W,70,2010-06-22,Normal
Marie Curtis Park East Beach,2010-06-22,32W,10,2010-06-22,Normal
Marie Curtis Park East Beach,2010-06-22,31W,10,2010-06-22,Normal
Marie Curtis Park East Beach,2010-06-22,30W,10,2010-06-22,Normal
Sunnyside Beach,2010-06-22,23W,30,2010-06-22,Normal
Sunnyside Beach,2010-06-22,17W,40,2010-06-22,Normal
Sunnyside Beach,2010-06-22,21W,80,2010-06-22,Normal
Sunnyside Beach,2010-06-22,18W,20,2010-06-22,Normal
Sunnyside Beach,2010-06-22,19W,210,2010-06-22,Normal
Sunnyside Beach,2010-06-22,20W,60,2010-06-22,Normal
Sunnyside Beach,2010-06-22,22W,60,2010-06-22,Normal
Marie Curtis Park East Beach,2010-06-21,29W,1800,2010-06-21,Normal
Marie Curtis Park East Beach,2010-06-21,33W,640,2010-06-21,Normal
Marie Curtis Park East Beach,2010-06-21,32W,280,2010-06-21,Normal
Marie Curtis Park East Beach,2010-06-21,31W,1100,2010-06-21,Normal
